LocalCurrencyAmount,ExchangeRate,Nights,Adults,Minors,FreeMinors,cluster,GraphDate,Profile
2494.42,21.91,2,2,0,0,1,2019-09,B
912.3,19.082,1,1,0,0,0,2019-09,A
2599.24,19.26,2,2,2,0,2,2019-09,C
865.62,19.2135,1,1,0,0,0,2019-09,A
2420.61,19.9,3,2,0,0,1,2019-09,B
2500.0,19.39,1,3,0,0,1,2019-09,B
2250.0,19.47,1,2,0,0,1,2019-09,B
1361.71,1.0,1,2,0,0,1,2019-09,B
953.62,1.0,1,2,0,1,2,2019-09,C
1255.38,19.45,2,1,0,0,0,2019-09,A
840.0,1.0,1,2,0,0,1,2019-09,B
949.9,19.01,1,2,0,0,1,2019-09,B
1028.16,20.45,2,2,0,0,1,2019-09,B
1501.26,1.0,1,2,2,0,2,2019-09,C
2384.92,19.65,2,3,0,0,1,2019-09,B
1218.5,19.2,1,1,0,0,0,2019-09,A
2024.19,22.38,3,1,0,0,0,2019-09,A
2115.23,1.0,1,3,0,0,1,2019-09,B
3350.08,19.2109,2,2,2,2,2,2019-09,C
1096.03,21.31,1,2,0,0,1,2019-09,B
911.0,18.77,1,1,0,0,0,2019-09,A
26660.0,19.0,58,1,0,0,2,2019-09,C
1680.0,1.0,2,2,0,0,1,2019-09,B
1130.83,16.0,1,1,0,0,0,2019-09,A
2134.4,19.0,2,1,0,0,0,2019-09,A
1834.52,21.31,1,2,1,0,2,2019-09,C
769.19,18.97,1,2,0,0,1,2019-09,B
809.67,19.18,1,2,0,0,1,2019-09,B
1760.0,19.2,1,2,0,0,1,2019-09,B
1142.4,19.0,1,2,0,0,1,2019-09,B
1238.95,20.38,1,2,0,2,2,2019-09,C
3379.7,19.61,4,1,0,0,0,2019-09,A
1594.0,1.0,2,2,0,0,1,2019-09,B
2266.72,19.082,1,1,0,0,0,2019-09,A
3597.88,19.0,4,1,0,0,0,2019-09,A
600.0,19.0,1,2,0,0,1,2019-09,B
4300.0,19.18,2,2,0,0,1,2019-09,B
1460.0,19.01,1,1,0,0,0,2019-09,A
4888.66,21.31,2,2,2,2,2,2019-09,C
2627.52,21.98,3,2,0,1,2,2019-09,C
4560.8,17.0,5,1,0,0,0,2019-09,A
1100.0,19.0,1,1,0,0,0,2019-09,A
2621.8,1.0,2,3,0,0,1,2019-09,B
3186.0,18.95,3,2,0,0,1,2019-09,B
764.9,19.51,1,1,0,0,0,2019-09,A
6215.56,1.0,4,1,0,0,1,2019-09,B
2070.03,1.0,1,2,0,0,1,2019-09,B
2844.0,21.31,2,1,0,0,0,2019-09,A
11000.0,19.41,2,2,0,0,1,2019-09,B
1150.0,1.0,1,3,0,0,1,2019-09,B
2407.62,21.31,1,4,0,0,1,2019-09,B
2632.15,19.5,3,1,0,0,0,2019-09,A
1168.2,18.94,1,1,0,0,0,2019-09,A
13272.0,23.253,11,1,0,0,2,2019-09,C
742.56,21.71,1,1,0,0,0,2019-09,A
2192.05,21.76,1,2,1,1,2,2019-09,C
1892.05,19.2109,2,2,0,0,1,2019-09,B
2378.6,1.0,2,3,0,1,2,2019-09,C
3748.96,19.12,5,2,0,0,1,2019-09,B
1027.17,19.3247,1,2,0,0,1,2019-09,B
1100.0,19.41,1,2,0,0,1,2019-09,B
2558.5,19.45,2,2,0,0,1,2019-09,B
926.42,19.7,1,1,0,0,0,2019-09,A
5500.0,1.0,5,1,0,0,0,2019-09,A
1801.6,19.0,2,1,0,0,0,2019-09,A
680.4,19.0,1,1,0,0,0,2019-09,A
1523.2,21.93,1,2,0,0,1,2019-09,B
2915.1,1.0,4,1,0,0,0,2019-09,A
1062.0,18.84,1,1,0,0,0,2019-09,A
1217.51,21.31,1,1,0,0,0,2019-09,A
840.0,1.0,1,2,0,0,1,2019-09,B
1089.54,19.33,1,2,0,0,1,2019-09,B
720.0,19.0,1,1,0,0,0,2019-09,A
2000.0,19.2109,2,1,0,0,0,2019-09,A
4022.6,19.84,5,2,0,0,1,2019-09,B
1480.0,1.0,2,2,0,0,1,2019-09,B
1961.43,19.88,3,2,0,0,1,2019-09,B
2225.22,19.21,2,2,0,0,1,2019-09,B
3391.8,19.4,5,2,0,0,1,2019-09,B
6000.0,18.9,2,2,0,0,1,2019-09,B
3231.0,19.41,3,2,0,0,1,2019-09,B
3170.7,21.31,2,2,0,0,1,2019-09,B
4584.0,19.56,4,1,0,0,0,2019-09,A
1658.0,17.0,1,1,0,0,0,2019-09,A
686.4,19.0,1,1,0,0,0,2019-09,A
1276.0,19.0,1,1,0,0,0,2019-09,A
1422.0,19.43,1,1,0,0,0,2019-09,A
3245.14,1.0,2,1,0,0,0,2019-09,A
6700.0,19.86,10,1,0,0,2,2019-09,C
2580.22,1.0,2,1,0,0,0,2019-09,A
1121.0,1.0,2,2,0,0,1,2019-09,B
991.0,18.77,1,2,2,0,2,2019-09,C
4384.4,19.12,4,2,0,0,1,2019-09,B
1250.0,1.0,1,2,0,0,1,2019-09,B
977.1,19.4,1,2,0,0,1,2019-09,B
829.43,18.95,1,2,0,0,1,2019-09,B
2632.28,19.2109,2,2,0,1,2,2019-09,C
2725.3,19.24,2,2,0,0,1,2019-09,B
5433.0,19.0,4,3,0,0,1,2019-09,B
927.41,19.41,1,1,0,0,0,2019-09,A
4447.5,18.0,3,2,0,0,1,2019-09,B
1116.01,19.59,1,4,0,0,1,2019-09,B
1800.0,19.94,2,1,0,0,0,2019-09,A
1950.0,19.86,1,2,1,0,2,2019-09,C
856.66,19.3,1,1,0,0,0,2019-09,A
3999.65,19.5,5,2,0,0,1,2019-09,B
978.28,19.4,1,1,0,0,0,2019-09,A
1368.0,19.41,1,1,0,0,0,2019-09,A
5940.0,19.01,6,1,0,0,0,2019-09,A
3100.68,19.43,3,1,0,0,0,2019-09,A
2150.0,20.28,1,2,2,0,2,2019-09,C
1083.78,19.2063,1,1,0,0,0,2019-09,A
2413.56,19.84,3,2,0,0,1,2019-09,B
824.67,21.98,1,1,0,0,0,2019-09,A
9201.22,21.31,3,2,0,0,1,2019-09,B
1150.29,19.13,1,2,0,0,1,2019-09,B
1656.44,19.2,2,1,0,0,0,2019-09,A
4753.2,19.2109,2,4,0,0,1,2019-09,B
1374.6,21.31,1,1,0,0,0,2019-09,A
1361.71,1.0,1,2,0,0,1,2019-09,B
1486.9,20.38,2,2,0,0,1,2019-09,B
2713.68,19.92,3,2,0,0,1,2019-09,B
1499.17,1.0,1,2,0,0,1,2019-09,B
1070.57,19.2109,1,2,0,0,1,2019-09,B
4154.72,19.12,4,1,0,0,0,2019-09,A
4845.12,1.0,2,3,0,0,1,2019-09,B
902.7,19.01,1,2,0,0,1,2019-09,B
8862.98,19.86,7,2,0,0,1,2019-09,B
1264.33,21.88,1,2,1,0,2,2019-09,C
3298.12,21.31,2,2,0,0,1,2019-09,B
1285.01,21.31,1,1,0,0,0,2019-09,A
2220.0,1.0,1,4,0,0,1,2019-09,B
1699.35,19.2109,1,2,0,0,1,2019-09,B
2560.4,22.0,1,2,0,0,1,2019-09,B
2136.64,19.27,2,1,0,0,0,2019-09,A
2882.78,19.57,2,4,0,0,1,2019-09,B
840.0,1.0,1,2,0,0,1,2019-09,B
7783.11,21.52,2,1,0,0,1,2019-09,B
1380.0,20.28,1,2,0,0,1,2019-09,B
2234.0,19.3,1,2,0,0,1,2019-09,B
1461.37,21.52,1,2,0,1,2,2019-09,C
2040.88,21.31,2,2,0,0,1,2019-09,B
6221.25,1.0,2,2,0,0,1,2019-09,B
782.6,18.0,1,1,0,0,0,2019-09,A
6124.11,1.0,3,2,0,2,2,2019-09,C
1466.08,19.41,2,2,0,0,1,2019-09,B
3652.53,16.0,3,1,0,0,0,2019-09,A
2100.0,18.97,1,1,0,0,0,2019-09,A
2905.86,19.2109,2,1,0,0,0,2019-09,A
9616.44,1.0,6,2,0,0,1,2019-09,B
883.58,18.95,1,1,0,0,0,2019-09,A
1270.0,19.41,1,1,0,0,0,2019-09,A
4762.8,19.18,4,2,0,0,1,2019-09,B
904.4,21.65,1,2,0,0,1,2019-09,B
680.68,19.56,1,2,0,0,1,2019-09,B
1428.0,19.61,1,1,0,0,0,2019-09,A
986.0,19.0,1,1,0,0,0,2019-09,A
809.73,19.2,1,1,0,0,0,2019-09,A
950.0,19.01,1,2,2,0,2,2019-09,C
920.0,19.01,1,2,0,0,1,2019-09,B
1177.0,19.7,1,1,0,0,0,2019-09,A
1699.2,1.0,2,1,0,0,0,2019-09,A
728.71,22.97,1,3,0,0,1,2019-09,B
2435.62,21.31,2,2,1,0,2,2019-09,C
17583.67,1.0,13,1,0,0,2,2019-09,C
1088.4,19.56,1,1,0,0,0,2019-09,A
1500.0,19.0,2,1,0,0,0,2019-09,A
590.0,19.0,1,2,0,0,1,2019-09,B
1904.16,19.5,2,1,0,0,0,2019-09,A
955.87,18.83,1,1,0,0,0,2019-09,A
791.45,19.33,1,2,0,0,1,2019-09,B
2985.0,19.39,3,1,0,0,0,2019-09,A
5412.4,21.31,5,2,0,2,2,2019-09,C
3068.0,19.2109,2,2,0,0,1,2019-09,B
874.95,19.22,1,2,0,0,1,2019-09,B
780.23,19.2109,1,2,0,0,1,2019-09,B
2856.0,19.24,3,2,0,0,1,2019-09,B
740.0,1.0,1,2,0,0,1,2019-09,B
2134.05,19.68,3,1,0,0,0,2019-09,A
5011.52,20.58,3,1,0,2,2,2019-09,C
1279.48,18.0,1,2,0,0,1,2019-09,B
1786.66,21.97,2,2,0,0,1,2019-09,B
1279.21,21.31,1,2,0,0,1,2019-09,B
809.2,20.23,1,2,0,0,1,2019-09,B
1718.25,16.0,1,3,0,0,1,2019-09,B
3175.36,18.84,1,2,0,0,1,2019-09,B
2268.0,18.77,3,1,0,0,0,2019-09,A
1480.0,20.41,1,2,0,0,1,2019-09,B
728.28,20.23,0,2,0,0,1,2019-09,B
3008.47,21.03,4,1,0,0,0,2019-10,A
1140.02,19.2109,1,2,0,0,1,2019-10,B
818.0,19.0,1,2,0,0,1,2019-10,B
2492.28,19.15,3,2,0,0,1,2019-10,B
765.0,19.61,1,1,0,0,0,2019-10,A
990.0,21.13,1,1,0,0,0,2019-10,A
1477.53,21.31,1,2,0,0,1,2019-10,B
1636.9,19.27,1,1,0,0,0,2019-10,A
3167.01,1.0,3,2,0,0,1,2019-10,B
1840.0,19.2109,1,1,0,0,0,2019-10,A
2400.0,18.0,1,2,0,0,1,2019-10,B
3195.84,19.3,4,2,0,0,1,2019-10,B
1010.65,19.3,1,2,0,0,1,2019-10,B
1199.52,20.43,2,2,0,0,1,2019-10,B
2300.0,18.87,1,2,2,0,2,2019-10,C
1306.89,19.1058,1,1,0,0,0,2019-10,A
900.0,1.0,1,1,0,0,0,2019-10,A
2963.4,19.7,4,1,0,0,0,2019-10,A
830.0,19.2,1,2,0,0,1,2019-10,B
1500.0,19.42,2,2,0,0,1,2019-10,B
899.37,19.2109,1,2,0,0,1,2019-10,B
763.98,20.56,1,2,0,0,1,2019-10,B
2434.0,19.3,1,4,0,0,1,2019-10,B
1012.8,19.0,1,1,0,0,0,2019-10,A
1047.0,21.56,1,1,0,0,0,2019-10,A
1481.5,1.0,1,1,0,0,0,2019-10,A
1017.45,19.54,1,1,0,0,0,2019-10,A
960.0,19.0,1,2,0,0,1,2019-10,B
1362.65,19.33,1,2,0,0,1,2019-10,B
840.0,1.0,1,1,0,0,0,2019-10,A
2190.0,19.01,2,2,0,0,1,2019-10,B
1565.2,18.5,2,1,0,0,0,2019-10,A
737.76,19.0,1,2,0,0,1,2019-10,B
3680.0,19.01,2,2,0,0,1,2019-10,B
2827.76,19.86,4,2,0,0,1,2019-10,B
900.95,1.0,1,3,0,1,2,2019-10,C
1089.54,19.65,1,1,0,0,0,2019-10,A
528.2,17.0,1,1,0,0,0,2019-10,A
1545.2,18.0,2,1,0,0,0,2019-10,A
788.59,19.45,1,1,0,0,0,2019-10,A
850.0,22.34,1,2,0,0,1,2019-10,B
3177.64,21.93,4,1,0,0,0,2019-10,A
13086.0,17.0,3,2,0,0,2,2019-10,C
3196.13,21.31,1,2,0,0,1,2019-10,B
1540.0,19.2109,1,1,0,0,0,2019-10,A
637.24,19.08,1,1,0,0,0,2019-10,A
5278.2,1.0,3,2,2,0,2,2019-10,C
1600.0,19.3,1,4,0,0,1,2019-10,B
3008.14,21.31,2,2,0,1,2,2019-10,C
2464.3,19.41,2,4,0,0,1,2019-10,B
9384.0,19.66,2,1,0,0,1,2019-10,B
1160.37,1.0,1,2,0,0,1,2019-10,B
1059.0,19.2109,1,2,0,0,1,2019-10,B
904.4,20.4,1,1,0,0,0,2019-10,A
1251.0,19.06,1,1,0,0,0,2019-10,A
3661.54,19.3,4,1,0,0,0,2019-10,A
6080.0,24.39,3,1,1,0,2,2019-10,C
4868.0,19.52,2,2,0,0,1,2019-10,B
922.0,19.2,0,1,0,0,0,2019-10,A
730.0,19.0,1,1,0,0,0,2019-10,A
911.0,18.7672,1,1,0,0,0,2019-10,A
2435.02,16.0,2,1,0,0,0,2019-10,A
1317.0,19.2109,1,2,0,0,1,2019-10,B
1089.54,19.33,1,2,0,0,1,2019-10,B
710.0,19.0,1,3,0,0,1,2019-10,B
5421.39,16.0,3,1,0,0,1,2019-10,B
5057.62,16.0,2,3,0,2,2,2019-10,C
1285.03,16.0,1,2,0,0,1,2019-10,B
1700.0,19.01,2,1,0,0,0,2019-10,A
1095.0,21.75,1,1,0,0,0,2019-10,A
1140.0,19.86,1,2,0,0,1,2019-10,B
723.22,19.96,1,2,0,0,1,2019-10,B
857.87,1.0,1,2,0,0,1,2019-10,B
720.0,19.0,1,1,0,0,0,2019-10,A
920.0,20.7,1,1,0,0,0,2019-10,A
5886.84,1.0,3,4,0,0,1,2019-10,B
3286.26,1.0,2,2,3,0,2,2019-10,C
1089.54,19.33,1,1,0,0,0,2019-10,A
2777.9,19.2109,1,4,0,0,1,2019-10,B
3427.2,19.2,4,1,0,0,0,2019-10,A
1269.13,16.0,1,2,0,0,1,2019-10,B
591.48,19.0,1,1,0,0,0,2019-10,A
1238.71,21.31,1,1,0,0,0,2019-10,A
1679.74,16.0,1,2,0,0,1,2019-10,B
824.82,19.6,1,2,0,0,1,2019-10,B
986.0,19.0,1,1,0,0,0,2019-10,A
2921.9,19.2109,2,3,0,1,2,2019-10,C
5588.84,21.31,2,2,0,0,1,2019-10,B
2832.8,20.0,2,2,2,2,2,2019-10,C
978.0,19.3,1,1,0,0,0,2019-10,A
5651.22,21.66,3,1,0,0,1,2019-10,B
1092.64,19.51,1,2,0,0,1,2019-10,B
2909.7,19.7,3,2,0,0,1,2019-10,B
3542.44,19.76,2,2,0,1,2,2019-10,C
3866.82,19.2109,3,2,0,0,1,2019-10,B
1823.47,21.31,1,1,0,0,0,2019-10,A
711.0,1.0,1,2,0,0,1,2019-10,B
1955.0,19.43,1,2,0,0,1,2019-10,B
1200.0,19.32,1,2,0,0,1,2019-10,B
1904.0,19.33,1,2,0,1,2,2019-10,C
1593.0,18.77,2,1,0,0,0,2019-10,A
3634.47,21.31,2,2,1,1,2,2019-10,C
885.0,19.0,1,1,0,0,0,2019-10,A
1052.19,21.31,1,2,0,1,2,2019-10,C
940.0,1.0,1,2,0,3,2,2019-10,C
3091.59,17.0,3,3,0,1,2,2019-10,C
2023.0,19.0,2,1,0,0,0,2019-10,A
2570.4,19.7522,3,2,0,0,1,2019-10,B
854.65,19.02,1,2,0,0,1,2019-10,B
2949.12,1.0,1,2,0,0,1,2019-10,B
14500.0,1.0,2,2,0,0,2,2019-10,C
1217.51,16.0,1,1,0,0,0,2019-10,A
1217.51,1.0,1,1,0,0,0,2019-10,A
1990.0,19.4,2,1,0,0,0,2019-10,A
592.62,19.96,1,2,0,1,2,2019-10,C
8119.26,19.01,6,2,0,0,1,2019-10,B
4322.88,1.0,3,1,0,0,0,2019-10,A
591.48,19.0,1,1,0,0,0,2019-10,A
840.0,1.0,1,2,0,0,1,2019-10,B
4015.9,18.92,2,4,0,0,1,2019-10,B
1268.3,1.0,1,2,2,0,2,2019-10,C
1872.3,19.43,2,2,2,0,2,2019-10,C
840.0,1.0,1,2,0,0,1,2019-10,B
710.0,19.0,1,3,0,0,1,2019-10,B
992.0,19.02,1,1,0,0,0,2019-10,A
957.86,19.3855,1,2,0,0,1,2019-10,B
750.0,17.85,1,1,0,0,0,2019-10,A
2978.28,19.2109,1,4,0,0,1,2019-10,B
3808.03,19.2109,4,1,0,0,0,2019-10,A
1288.69,16.0,1,2,0,0,1,2019-10,B
4164.9,19.2109,2,2,0,0,1,2019-10,B
2491.57,18.85,4,1,0,0,0,2019-10,A
1873.49,19.12,2,1,0,0,0,2019-10,A
2846.55,1.0,3,2,0,0,1,2019-10,B
900.0,19.2,0,1,0,0,0,2019-10,A
1852.84,19.41,2,2,0,0,1,2019-10,B
1321.0,18.0,1,2,0,0,1,2019-10,B
1623.75,21.31,1,2,0,0,1,2019-10,B
2639.72,1.0,2,2,0,0,1,2019-10,B
1021.0,22.23,1,1,0,0,0,2019-10,A
709.24,20.0,1,2,2,2,2,2019-10,C
983.98,17.0,1,1,0,0,0,2019-10,A
820.0,19.45,1,1,0,0,0,2019-10,A
3956.75,19.86,5,2,0,2,2,2019-10,C
1497.04,19.19,2,2,0,0,1,2019-10,B
850.0,1.0,1,2,0,0,1,2019-10,B
750.0,19.01,1,1,0,0,0,2019-10,A
11050.0,19.41,13,1,0,0,2,2019-10,C
860.1,19.48,1,1,0,0,0,2019-10,A
1050.5,19.16,1,1,0,0,0,2019-10,A
1480.0,1.0,2,2,0,0,1,2019-10,B
1045.0,18.66,1,1,0,0,0,2019-10,A
3391.5,19.33,3,2,0,0,1,2019-10,B
5457.8,1.0,1,1,0,0,1,2019-10,B
1100.0,24.98,1,2,0,0,1,2019-10,B
1780.0,22.4485,2,1,0,0,0,2019-10,A
2749.2,1.0,2,2,0,2,2,2019-10,C
959.85,16.0,1,2,0,0,1,2019-10,B
2815.0,19.61,3,2,0,0,1,2019-10,B
2151.6,19.65,3,1,0,0,0,2019-10,A
822.06,20.19,1,2,0,0,1,2019-10,B
2726.78,21.31,2,2,0,0,1,2019-10,B
1911.74,19.53,2,2,0,0,1,2019-10,B
965.0,19.2,1,1,0,0,0,2019-10,A
1946.8,21.19,2,1,0,0,0,2019-10,A
1291.2,19.0,3,1,0,0,0,2019-10,A
1424.2,16.0,1,2,0,0,1,2019-10,B
1376.32,17.0,1,1,0,1,2,2019-10,C
3060.0,19.3,1,1,0,0,0,2019-10,A
6492.65,1.0,5,2,0,0,1,2019-10,B
3318.0,16.0,2,2,0,0,1,2019-10,B
704.85,19.7522,1,2,0,2,2,2019-10,C
2641.8,18.75,3,2,0,0,1,2019-10,B
1305.03,16.0,1,3,0,0,1,2019-10,B
980.56,20.8,1,3,0,0,1,2019-10,B
2012.06,1.0,2,2,0,0,1,2019-10,B
2753.07,16.67,2,4,0,0,1,2019-10,B
776.5,17.0,1,2,0,0,1,2019-10,B
1089.54,19.41,1,2,0,0,1,2019-10,B
2199.27,19.18,3,2,0,0,1,2019-10,B
1260.0,24.39,1,1,0,0,0,2019-10,A
840.0,1.0,1,2,0,0,1,2019-10,B
1251.28,16.0,1,1,0,0,0,2019-10,A
520.0,1.0,1,2,0,0,1,2019-10,B
600.0,19.0,1,2,0,0,1,2019-10,B
678.17,19.2109,1,2,0,0,1,2019-10,B
1980.0,19.01,2,2,2,0,2,2019-10,C
986.0,19.0,1,1,0,0,0,2019-10,A
1362.75,21.31,1,3,0,1,2,2019-10,C
738.4,19.0,1,1,0,0,0,2019-10,A
1319.0,20.19,1,4,0,0,1,2019-10,B
722.5,23.65,1,2,0,0,1,2019-10,B
1225.86,1.0,1,1,0,0,0,2019-10,A
680.68,20.31,1,2,0,0,1,2019-10,B
800.0,19.01,1,2,0,0,1,2019-10,B
1736.0,18.77,2,1,0,0,0,2019-10,A
3023.54,16.0,2,2,0,0,1,2019-10,B
1297.0,19.13,1,1,0,0,0,2019-10,A
813.0,17.9,1,2,0,0,1,2019-10,B
675.92,19.61,1,2,0,1,2,2019-10,C
3220.42,1.0,2,2,0,0,1,2019-10,B
2940.15,24.78,3,1,0,1,2,2019-10,C
740.0,1.0,1,2,0,0,1,2019-10,B
1093.0,19.3,1,3,0,0,1,2019-10,B
648.71,19.0,1,1,0,0,0,2019-10,A
1300.0,19.01,1,3,0,0,1,2019-10,B
966.0,1.0,1,2,0,0,1,2019-10,B
1653.07,21.31,1,1,0,0,0,2019-10,A
807.98,19.2109,1,2,0,0,1,2019-10,B
943.16,19.2109,1,2,0,1,2,2019-10,C
1059.2,19.18,1,2,0,0,1,2019-10,B
1950.0,19.86,1,2,1,0,2,2019-10,C
1126.34,19.5255,1,2,0,0,1,2019-10,B
9529.2,1.0,4,3,0,0,1,2019-10,B
9582.0,18.77,3,2,0,0,1,2019-10,B
1680.0,1.0,2,2,0,0,1,2019-10,B
1215.81,1.0,1,1,0,0,0,2019-10,A
1097.78,20.0,1,1,0,0,0,2019-10,A
870.0,19.0,1,1,0,0,0,2019-10,A
2220.0,18.92,2,2,0,0,1,2019-10,B
4845.92,19.2109,2,2,0,0,1,2019-10,B
3435.0,19.02,3,2,0,0,1,2019-10,B
926.64,18.96,1,1,0,0,0,2019-10,A
3026.0,19.24,3,1,0,0,0,2019-10,A
2077.53,17.0,3,1,0,1,2,2019-10,C
2861.76,19.43,3,1,0,0,0,2019-10,A
762.88,19.3,1,1,0,0,0,2019-10,A
2500.0,24.39,2,2,0,0,1,2019-10,B
1983.6,19.0,1,2,0,0,1,2019-10,B
1345.0,19.43,1,2,0,0,1,2019-10,B
1034.11,1.0,1,2,0,0,1,2019-10,B
1270.0,19.0,2,1,1,0,2,2019-10,C
2572.26,16.0,1,4,0,0,1,2019-10,B
5192.0,1.0,2,2,0,0,1,2019-10,B
1374.6,21.31,1,2,0,2,2,2019-10,C
874.95,19.24,1,2,0,0,1,2019-10,B
8443.87,21.63,9,2,0,0,2,2019-10,C
550.0,19.0,1,2,1,0,2,2019-10,C
1159.4,20.23,1,4,0,0,1,2019-10,B
3640.83,1.0,3,1,0,0,0,2019-10,A
3733.12,19.2109,2,4,0,0,1,2019-10,B
2843.52,19.01,3,2,0,0,1,2019-10,B
1717.82,19.66,2,1,0,0,0,2019-10,A
5254.87,21.31,4,1,0,0,0,2019-10,A
1080.05,1.0,1,1,0,0,0,2019-10,A
626.54,19.08,1,2,0,0,1,2019-10,B
1956.0,19.15,1,1,0,0,0,2019-10,A
1430.0,19.66,1,1,0,0,0,2019-10,A
1237.0,19.01,1,2,0,0,1,2019-10,B
2860.0,19.55,2,2,0,0,1,2019-10,B
947.0,19.0,1,2,0,0,1,2019-10,B
2022.0,19.0,3,1,0,0,0,2019-10,A
3910.5,1.0,1,1,0,0,1,2019-10,B
1354.88,19.53,2,2,0,0,1,2019-10,B
3884.16,19.02,2,1,0,0,0,2019-10,A
1080.0,24.98,1,2,1,0,2,2019-10,C
2635.12,1.0,2,2,0,0,1,2019-10,B
2151.9,19.7,3,1,0,0,0,2019-10,A
693.5,18.97,1,1,0,0,0,2019-10,A
1181.28,16.0,1,2,0,1,2,2019-10,C
1696.4,19.18,2,1,0,0,0,2019-10,A
4055.52,20.11,2,2,0,0,1,2019-10,B
2894.56,20.31,3,2,1,1,2,2019-10,C
2654.4,21.31,2,1,0,0,0,2019-10,A
1276.0,19.0,1,1,0,0,0,2019-10,A
1055.84,1.0,1,1,0,0,0,2019-10,A
4450.0,19.01,5,1,0,0,0,2019-10,A
2820.0,17.85,4,1,0,0,0,2019-10,A
751.88,20.02,1,2,0,0,1,2019-10,B
800.0,19.01,1,2,0,0,1,2019-10,B
3436.5,1.0,2,2,0,0,1,2019-10,B
1128.8,19.5,2,2,0,0,1,2019-10,B
2080.0,1.0,2,2,0,0,1,2019-10,B
991.37,22.0,1,2,0,1,2,2019-10,C
900.0,19.0,1,1,0,0,0,2019-10,A
2021.4,19.41,2,3,0,0,1,2019-10,B
2575.6,1.0,1,2,0,0,1,2019-10,B
740.0,1.0,1,2,0,0,1,2019-10,B
2047.0,20.59,2,3,0,1,2,2019-10,C
3590.66,18.0,2,2,0,0,1,2019-10,B
1830.83,1.0,1,3,0,0,1,2019-10,B
1066.3,19.01,2,2,2,0,2,2019-10,C
1750.0,18.0,1,2,0,0,1,2019-10,B
8246.7,1.0,7,1,0,0,0,2019-10,A
870.0,19.0,1,1,0,0,0,2019-10,A
1113.6,19.0,1,2,0,0,1,2019-10,B
1130.0,19.6,1,3,0,0,1,2019-10,B
4037.92,21.91,2,4,0,0,1,2019-10,B
5080.0,17.0,2,2,0,0,1,2019-10,B
2552.0,19.0,2,2,0,0,1,2019-10,B
674.0,20.0,1,1,0,0,0,2019-10,A
2022.0,19.0,4,1,0,0,0,2019-10,A
1955.18,19.3855,1,2,2,0,2,2019-10,C
1535.0,16.0,1,3,0,0,1,2019-10,B
8532.0,16.0,4,2,0,0,1,2019-10,B
2960.0,1.0,4,1,0,0,0,2019-10,A
1480.0,1.0,2,2,0,0,1,2019-10,B
1510.4,18.77,2,1,0,0,0,2019-10,A
1422.0,19.43,1,2,1,1,2,2019-10,C
3422.0,19.43,2,3,0,0,1,2019-10,B
1194.84,1.0,2,1,0,1,2,2019-10,C
2196.66,21.31,2,2,0,0,1,2019-10,B
1500.0,1.0,1,1,0,0,0,2019-10,A
1050.0,19.3,1,1,0,0,0,2019-10,A
1245.0,19.43,1,2,0,2,2,2019-10,C
793.0,18.77,1,1,0,0,0,2019-10,A
953.33,21.33,1,2,0,0,1,2019-10,B
1564.2,21.31,1,3,0,0,1,2019-10,B
4785.0,19.0,5,1,0,0,0,2019-10,A
490.0,19.0,1,2,0,0,1,2019-10,B
2140.0,19.51,2,1,0,0,0,2019-10,A
840.0,1.0,1,2,0,0,1,2019-10,B
1003.2,16.5,1,2,0,0,1,2019-10,B
4464.0,21.35,4,1,0,0,0,2019-10,A
4100.88,19.56,4,1,0,0,0,2019-10,A
935.86,1.0,1,1,0,0,0,2019-10,A
740.0,1.0,1,2,0,0,1,2019-10,B
1180.0,20.24,1,2,0,0,1,2019-10,B
558.0,19.0,1,2,0,0,1,2019-10,B
1118.6,20.28,1,1,0,0,0,2019-10,A
1363.6,19.0,1,3,0,0,1,2019-10,B
1516.8,16.0,1,1,0,0,0,2019-10,A
778.88,17.0,1,1,0,0,0,2019-10,A
910.0,24.39,1,1,0,0,0,2019-10,A
1117.0,19.3,1,2,0,0,1,2019-10,B
1958.8,10.0,2,1,0,0,0,2019-10,A
1872.39,19.83,2,2,0,0,1,2019-10,B
3029.68,19.2109,1,2,0,0,1,2019-10,B
5265.75,1.0,5,1,0,0,0,2019-10,A
1107.0,19.41,1,1,0,0,0,2019-10,A
3070.47,19.07,1,2,0,0,1,2019-10,B
7758.8,1.0,4,2,0,0,1,2019-10,B
745.57,20.23,1,2,0,0,1,2019-10,B
776.4,20.19,1,2,0,0,1,2019-10,B
5806.58,1.0,2,3,2,0,2,2019-10,C
5218.4,19.0,4,2,0,0,1,2019-10,B
745.57,21.03,1,2,0,0,1,2019-10,B
991.0,18.77,1,2,2,0,2,2019-10,C
2622.53,19.2109,2,4,0,0,1,2019-10,B
3688.65,19.59,3,2,0,0,1,2019-10,B
884.57,19.86,1,2,0,0,1,2019-10,B
716.9,1.0,1,2,0,0,1,2019-10,B
1065.84,1.0,1,2,0,0,1,2019-10,B
1150.0,1.0,1,2,0,0,1,2019-10,B
1245.34,19.41,1,2,0,0,1,2019-10,B
2323.62,21.31,1,1,0,0,0,2019-10,A
1113.6,19.0,1,2,0,0,1,2019-10,B
3269.16,19.2109,3,2,0,0,1,2019-10,B
440.0,19.12,2,2,2,2,2,2019-10,C
1485.12,21.65,2,2,0,0,1,2019-10,B
590.0,19.0,1,2,1,0,2,2019-10,C
