LocalCurrencyAmount,ExchangeRate,Nights,Adults,Minors,FreeMinors,cluster,GraphDate,Profile
840.0,1.0,1,2,0,0,1,2020-01,B
3348.18,18.0,3,2,0,0,1,2020-01,B
911.71,22.18,1,2,0,0,1,2020-01,B
1163.0,19.37,1,1,0,0,0,2020-01,A
941.62,19.3375,1,2,0,0,1,2020-01,B
1988.06,18.5,2,2,0,0,1,2020-01,B
1106.81,1.0,1,2,1,0,2,2020-01,C
1091.41,16.0,1,2,0,0,1,2020-01,B
1625.0,19.4,2,1,0,0,0,2020-01,A
1099.72,21.31,1,2,0,0,1,2020-01,B
840.0,1.0,2,2,0,0,1,2020-01,B
1856.0,19.0,2,1,0,0,0,2020-01,A
743.0,19.0,1,1,0,0,0,2020-01,A
1566.0,19.0,1,1,0,0,0,2020-01,A
3172.0,18.77,4,1,0,0,0,2020-01,A
18627.75,1.0,17,1,0,0,2,2020-01,C
4396.98,19.96,6,1,0,0,0,2020-01,A
1975.44,22.06,1,1,0,0,0,2020-01,A
3217.08,19.2109,2,2,0,0,1,2020-01,B
1578.7,18.95,2,3,0,0,1,2020-01,B
1551.88,19.4,2,2,0,0,1,2020-01,B
2902.31,21.6,2,2,0,0,1,2020-01,B
3089.55,19.2109,3,1,0,0,0,2020-01,A
5631.57,19.5,7,2,2,0,2,2020-01,C
1984.88,19.1,2,1,0,0,0,2020-01,A
1950.0,19.43,2,1,0,0,0,2020-01,A
3200.0,19.01,4,1,0,0,0,2020-01,A
1031.32,1.0,1,1,0,0,0,2020-01,A
1311.63,1.0,1,2,0,0,1,2020-01,B
2120.0,1.0,2,2,0,0,1,2020-01,B
1217.51,1.0,1,1,0,0,0,2020-01,A
2875.53,1.0,2,2,0,0,1,2020-01,B
4454.04,18.0,2,2,0,0,1,2020-01,B
1117.0,19.3,1,1,0,0,0,2020-01,A
2862.0,19.43,2,2,0,0,1,2020-01,B
971.8,22.21,1,1,0,0,0,2020-01,A
991.8,19.0,1,1,0,0,0,2020-01,A
1357.0,18.7672,1,2,0,1,2,2020-01,C
1157.15,24.39,1,2,0,0,1,2020-01,B
3970.0,19.0,3,3,0,0,1,2020-01,B
723.52,22.84,1,2,0,0,1,2020-01,B
740.0,1.0,1,2,0,0,1,2020-01,B
2659.55,19.53,1,2,0,0,1,2020-01,B
1912.08,20.37,2,3,0,0,1,2020-01,B
1118.6,19.28,1,1,0,0,0,2020-01,A
2543.64,19.2109,2,2,0,0,1,2020-01,B
3160.0,19.59,2,2,0,0,1,2020-01,B
823.89,19.8695,1,2,0,0,1,2020-01,B
872.53,19.43,1,1,0,0,0,2020-01,A
1344.7,19.06,1,2,0,0,1,2020-01,B
1542.0,17.0,2,1,0,0,0,2020-01,A
1426.0,18.63,1,1,0,0,0,2020-01,A
24397.77,19.4,3,1,2,2,2,2020-01,C
685.44,20.52,1,2,0,0,1,2020-01,B
3969.76,16.0,2,2,0,0,1,2020-01,B
5742.0,19.0,6,1,0,0,0,2020-01,A
935.94,19.96,1,3,0,0,1,2020-01,B
2480.0,1.0,2,2,0,0,1,2020-01,B
4230.56,19.35,3,2,0,0,1,2020-01,B
2550.96,19.2109,2,1,0,0,0,2020-01,A
2888.4,19.0,2,2,2,0,2,2020-01,C
4321.28,1.0,3,2,2,2,2,2020-01,C
1245.0,21.12,1,2,0,0,1,2020-01,B
590.0,19.0,1,2,0,0,1,2020-01,B
2373.3,20.37,2,2,0,0,1,2020-01,B
960.0,18.85,1,1,0,0,0,2020-01,A
720.0,19.0,1,1,0,0,0,2020-01,A
5308.8,1.0,2,3,0,1,2,2020-01,C
1302.83,1.0,1,1,0,0,0,2020-01,A
1945.53,1.0,3,2,0,0,1,2020-01,B
1150.0,24.98,1,3,0,0,1,2020-01,B
1477.53,1.0,1,2,0,2,2,2020-01,C
800.0,19.01,1,1,0,0,0,2020-01,A
865.62,18.9082,1,1,0,0,0,2020-01,A
3376.8,18.9,1,2,0,0,1,2020-01,B
1760.0,21.14,2,2,0,0,1,2020-01,B
990.0,19.01,1,2,0,0,1,2020-01,B
3292.4,1.0,2,2,0,0,1,2020-01,B
3699.74,18.8,2,2,0,0,1,2020-01,B
947.12,19.0,1,2,0,0,1,2020-01,B
1300.0,19.01,1,2,1,0,2,2020-01,C
8496.3,1.0,3,2,0,0,1,2020-01,B
3225.6,20.11,3,1,0,0,0,2020-01,A
3484.32,20.45,3,4,0,0,1,2020-01,B
7415.64,19.2109,3,2,2,2,2,2020-01,C
1432.74,20.0,1,2,0,0,1,2020-01,B
989.57,18.9082,1,1,0,0,0,2020-01,A
1094.2,17.9,2,2,0,2,2,2020-01,C
2206.8,18.0,3,1,0,0,0,2020-01,A
5890.5,1.0,3,2,0,0,1,2020-01,B
2739.6,19.16,2,2,0,0,1,2020-01,B
1130.83,1.0,1,2,0,0,1,2020-01,B
6545.52,19.18,7,1,0,0,0,2020-01,A
1600.0,1.0,1,1,0,0,0,2020-01,A
3717.26,18.0,2,2,0,0,1,2020-01,B
674.0,17.0,1,1,0,0,0,2020-01,A
1298.0,18.5,1,1,0,0,0,2020-01,A
3265.9,19.5,5,2,0,0,1,2020-01,B
1360.58,21.31,1,2,0,0,1,2020-01,B
3791.15,19.42,5,1,0,0,0,2020-01,A
558.0,17.0,1,2,0,0,1,2020-01,B
1300.0,19.2109,1,2,0,0,1,2020-01,B
690.0,1.0,1,1,0,0,0,2020-01,A
666.4,20.38,1,2,0,0,1,2020-01,B
940.0,19.3,1,2,2,0,2,2020-01,C
803.94,21.58,1,2,0,0,1,2020-01,B
5500.8,22.38,2,2,0,0,1,2020-01,B
1070.3,20.45,1,1,0,0,0,2020-01,A
1650.0,19.0,3,2,3,0,2,2020-01,C
2483.1,19.18,2,3,0,0,1,2020-01,B
900.0,19.2109,1,2,0,0,1,2020-01,B
1436.17,16.0,1,2,0,0,1,2020-01,B
2811.98,24.39,2,1,0,0,0,2020-01,A
1376.44,20.38,2,1,0,0,0,2020-01,A
1174.76,1.0,2,2,0,0,1,2020-01,B
5052.48,19.32,4,2,0,0,1,2020-01,B
847.2,19.0,1,2,0,0,1,2020-01,B
731.97,19.01,1,1,0,0,0,2020-01,A
950.0,19.01,1,1,0,0,0,2020-01,A
969.97,19.2109,1,2,0,1,2,2020-01,C
1140.0,19.2109,1,1,0,0,0,2020-01,A
3754.16,1.0,2,4,0,0,1,2020-01,B
3432.0,1.0,1,2,0,0,1,2020-01,B
1422.59,20.4,1,2,0,0,1,2020-01,B
857.87,1.0,1,2,0,0,1,2020-01,B
1055.0,19.17,1,1,0,0,0,2020-01,A
975.94,18.95,1,1,0,0,0,2020-01,A
3293.92,19.19,4,2,2,2,2,2020-01,C
1040.0,1.0,1,3,0,0,1,2020-01,B
6759.2,19.48,10,1,0,0,2,2020-01,C
1824.21,18.99,2,2,1,0,2,2020-01,C
1143.61,19.2109,1,1,0,0,0,2020-01,A
8798.08,19.0,5,3,0,0,1,2020-01,B
1160.0,24.39,1,2,0,0,1,2020-01,B
750.47,20.43,1,2,0,0,1,2020-01,B
6500.0,18.8,4,2,0,0,1,2020-01,B
1304.6,21.31,1,2,0,0,1,2020-01,B
590.0,19.0,1,2,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
1177.25,1.0,1,1,0,0,0,2020-01,A
2300.0,1.0,2,2,0,0,1,2020-01,B
1529.38,19.5,2,2,0,0,1,2020-01,B
2084.91,1.0,1,2,2,0,2,2020-01,C
1542.0,17.0,2,1,0,0,0,2020-01,A
1095.71,19.2109,1,1,0,0,0,2020-01,A
2110.0,19.38,2,1,0,0,0,2020-01,A
765.0,19.2,1,1,0,0,0,2020-01,A
1279.97,21.31,1,2,0,0,1,2020-01,B
5280.81,1.0,3,2,0,1,2,2020-01,C
740.0,1.0,1,2,0,0,1,2020-01,B
1544.68,19.2109,1,2,0,0,1,2020-01,B
1389.04,19.45,2,2,0,0,1,2020-01,B
1062.04,1.0,1,2,0,0,1,2020-01,B
1279.8,21.31,1,2,0,0,1,2020-01,B
942.07,1.0,1,2,0,0,1,2020-01,B
7288.0,18.77,4,1,0,0,1,2020-01,B
1047.0,22.38,1,2,0,0,1,2020-01,B
923.44,20.43,1,3,0,0,1,2020-01,B
1008.29,19.2109,1,2,0,0,1,2020-01,B
1200.0,19.01,1,1,0,0,0,2020-01,A
2322.54,19.5,3,1,0,0,0,2020-01,A
4698.96,19.12,6,2,2,2,2,2020-01,C
991.0,18.77,1,2,0,0,1,2020-01,B
5442.0,16.5,5,1,0,0,0,2020-01,A
899.64,22.76,1,1,0,0,0,2020-01,A
2116.0,19.0,2,1,0,0,0,2020-01,A
1025.96,19.3375,1,2,0,0,1,2020-01,B
1175.82,1.0,1,2,0,0,1,2020-01,B
1942.46,21.19,3,2,0,0,1,2020-01,B
2750.0,19.35,3,1,0,0,0,2020-01,A
640.99,22.08,1,2,0,0,1,2020-01,B
3807.4,1.0,2,2,0,0,1,2020-01,B
3158.52,1.0,3,1,0,0,0,2020-01,A
1955.0,19.43,1,2,0,0,1,2020-01,B
1250.0,19.12,1,1,0,0,0,2020-01,A
1577.94,22.49,2,2,0,0,1,2020-01,B
3172.11,19.85,3,2,0,0,1,2020-01,B
2436.7,19.0,2,1,0,0,0,2020-01,A
3864.8,18.77,5,1,0,0,0,2020-01,A
856.8,20.52,1,2,0,0,1,2020-01,B
945.24,18.95,1,2,0,0,1,2020-01,B
1133.36,19.5669,1,1,0,0,0,2020-01,A
2062.54,21.31,1,3,0,0,1,2020-01,B
5699.4,18.7672,7,1,0,0,0,2020-01,A
1722.4,16.0,1,2,0,1,2,2020-01,C
890.5,19.19,1,3,0,0,1,2020-01,B
708.1,17.0,1,2,0,0,1,2020-01,B
800.0,19.01,1,1,0,0,0,2020-01,A
740.0,1.0,1,2,0,0,1,2020-01,B
1852.0,18.0,2,4,0,0,1,2020-01,B
1156.4,19.06,1,1,0,0,0,2020-01,A
840.0,1.0,1,2,0,2,2,2020-01,C
1733.4,19.19,2,3,0,1,2,2020-01,C
1307.0,19.3,1,2,0,0,1,2020-01,B
1466.68,18.0,1,2,0,0,1,2020-01,B
2907.53,19.2109,1,3,0,0,1,2020-01,B
708.0,18.85,1,2,0,0,1,2020-01,B
1190.7,19.98,1,2,0,0,1,2020-01,B
2369.58,1.0,3,2,0,0,1,2020-01,B
2233.72,16.0,1,2,0,0,1,2020-01,B
1900.0,1.0,2,2,0,0,1,2020-01,B
3199.52,21.31,2,2,0,0,1,2020-01,B
1371.25,19.2,1,1,0,0,0,2020-01,A
2541.0,1.0,2,2,0,0,1,2020-01,B
973.0,19.18,1,1,0,0,0,2020-01,A
2054.34,19.2135,2,2,0,0,1,2020-01,B
4138.0,1.0,2,4,0,1,2,2020-01,C
3185.0,21.24,3,1,0,0,0,2020-01,A
1307.0,19.3,1,3,0,0,1,2020-01,B
1550.91,1.0,1,1,0,0,0,2020-01,A
1386.98,18.84,1,3,0,0,1,2020-01,B
4556.48,19.2109,3,4,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
1274.48,19.56,2,1,0,0,0,2020-01,A
1850.0,19.43,2,3,0,0,1,2020-01,B
2113.44,21.31,2,2,0,0,1,2020-01,B
3984.57,19.33,3,1,0,0,0,2020-01,A
1024.07,19.0,1,2,0,0,1,2020-01,B
1913.77,1.0,1,2,0,2,2,2020-01,C
1071.0,1.0,1,2,0,0,1,2020-01,B
868.0,18.77,1,1,0,0,0,2020-01,A
1390.3,19.2109,1,1,0,0,0,2020-01,A
944.03,16.0,1,2,0,0,1,2020-01,B
1600.0,19.01,2,1,0,0,0,2020-01,A
2449.08,21.91,2,2,0,0,1,2020-01,B
1955.22,19.7,2,1,0,0,0,2020-01,A
1130.5,19.16,1,2,0,0,1,2020-01,B
3630.0,18.5,1,2,0,0,1,2020-01,B
6726.84,1.0,2,2,0,0,1,2020-01,B
11000.0,19.5,17,1,0,0,2,2020-01,C
2960.4,19.12,3,3,0,0,1,2020-01,B
7266.0,20.61,1,1,0,0,1,2020-01,B
1572.0,21.7653,1,1,0,0,0,2020-01,A
1080.0,24.39,1,1,0,0,0,2020-01,A
590.0,19.0,1,2,2,0,2,2020-01,C
1840.94,19.18,2,2,0,0,1,2020-01,B
1749.3,22.82,1,2,0,0,1,2020-01,B
3549.69,19.0,3,2,0,0,1,2020-01,B
2148.0,19.0,1,1,0,0,0,2020-01,A
824.37,20.43,1,1,0,0,0,2020-01,A
1315.23,21.31,1,2,0,0,1,2020-01,B
4124.0,19.7522,4,2,0,0,1,2020-01,B
1636.19,21.31,1,1,0,0,0,2020-01,A
3792.0,16.0,2,3,0,0,1,2020-01,B
1374.6,21.31,1,2,0,0,1,2020-01,B
1510.0,24.39,1,1,0,0,0,2020-01,A
4647.29,21.52,3,2,0,0,1,2020-01,B
2400.0,19.01,1,2,1,0,2,2020-01,C
13216.74,19.32,3,6,0,0,1,2020-01,B
850.0,19.2109,1,1,0,0,0,2020-01,A
2065.7,17.0,2,3,0,0,1,2020-01,B
1850.14,19.2109,1,2,0,0,1,2020-01,B
1115.3,21.31,1,1,0,0,0,2020-01,A
1330.77,21.31,1,1,0,0,0,2020-01,A
2421.45,19.4265,3,2,0,0,1,2020-01,B
8329.8,19.2109,2,3,0,0,1,2020-01,B
2443.14,1.0,2,2,0,0,1,2020-01,B
1237.6,19.96,1,4,0,0,1,2020-01,B
1842.0,20.14,2,1,0,0,0,2020-01,A
2380.0,19.35,3,2,0,0,1,2020-01,B
1417.0,19.3,1,1,0,0,0,2020-01,A
800.0,24.35,1,1,0,0,0,2020-01,A
2307.04,21.88,2,1,0,0,0,2020-01,A
1429.85,19.2109,1,2,0,0,1,2020-01,B
683.16,1.0,1,1,0,0,0,2020-01,A
2014.5,16.0,1,1,0,0,0,2020-01,A
1191.8,19.1,1,2,0,0,1,2020-01,B
892.5,22.62,1,2,0,0,1,2020-01,B
1461.37,21.31,1,2,0,2,2,2020-01,C
944.84,19.12,1,1,0,0,0,2020-01,A
3601.76,24.39,4,2,1,0,2,2020-01,C
1895.66,1.0,2,2,0,0,1,2020-01,B
884.0,19.0,1,1,0,0,0,2020-01,A
853.82,19.5,1,2,0,0,1,2020-01,B
1374.6,21.31,1,1,0,0,0,2020-01,A
5301.36,1.0,4,1,0,0,0,2020-01,A
1115.0,22.52,1,2,0,0,1,2020-01,B
935.89,1.0,1,2,0,0,1,2020-01,B
948.42,19.2109,1,2,0,0,1,2020-01,B
1550.0,19.3,1,3,0,0,1,2020-01,B
1033.95,19.3,1,1,0,0,0,2020-01,A
1218.4,19.2109,1,2,0,0,1,2020-01,B
1114.0,19.0,1,2,0,0,1,2020-01,B
2213.6,18.97,2,2,0,2,2,2020-01,C
1535.47,16.0,1,2,0,1,2,2020-01,C
2614.0,19.3,2,1,0,0,0,2020-01,A
1260.0,16.5,1,2,0,0,1,2020-01,B
1680.0,1.0,2,2,0,0,1,2020-01,B
3150.0,19.3,3,2,0,0,1,2020-01,B
4464.0,21.12,4,1,0,0,0,2020-01,A
1529.77,16.0,1,2,0,0,1,2020-01,B
1374.6,21.31,1,2,0,0,1,2020-01,B
1029.85,19.2109,1,2,0,0,1,2020-01,B
6889.76,1.0,2,3,0,0,1,2020-01,B
971.7,1.0,2,1,0,0,0,2020-01,A
755.2,19.15,1,1,0,0,0,2020-01,A
6174.91,20.08,4,3,0,1,2,2020-01,C
1820.2,19.2109,2,2,0,2,2,2020-01,C
1040.0,1.0,1,3,0,0,1,2020-01,B
2725.5,1.0,2,2,0,0,1,2020-01,B
991.0,18.77,1,1,0,0,0,2020-01,A
800.0,19.01,1,2,0,0,1,2020-01,B
1143.61,19.2109,1,1,0,0,0,2020-01,A
782.6,17.0,1,1,0,0,0,2020-01,A
837.0,19.2,1,2,0,0,1,2020-01,B
1203.96,21.31,1,2,0,0,1,2020-01,B
1247.0,20.07,1,2,0,0,1,2020-01,B
20358.0,19.0,19,1,0,0,2,2020-01,C
952.0,19.15,1,2,0,0,1,2020-01,B
3542.78,20.0,2,2,0,0,1,2020-01,B
742.56,21.39,0,2,0,0,1,2020-01,B
4742.08,19.24,7,2,0,0,1,2020-01,B
1561.24,1.0,1,1,0,0,0,2020-01,A
3157.42,19.2109,2,2,0,0,1,2020-01,B
3342.0,19.57,3,2,0,0,1,2020-01,B
1422.18,21.31,1,2,0,0,1,2020-01,B
1630.14,19.24,1,1,0,0,0,2020-01,A
5177.52,20.41,9,3,0,0,2,2020-01,C
1017.17,19.3,1,2,2,0,2,2020-01,C
1500.0,19.3,2,1,0,0,0,2020-01,A
3310.56,1.0,2,2,2,2,2,2020-01,C
940.0,1.0,1,2,0,0,1,2020-01,B
1700.47,1.0,1,2,0,0,1,2020-01,B
4517.24,18.75,4,2,1,1,2,2020-01,C
1038.97,19.51,1,1,0,0,0,2020-01,A
1948.9,1.0,2,2,0,0,1,2020-01,B
5916.0,19.0,6,1,0,0,0,2020-01,A
3189.2,19.8,4,1,0,0,0,2020-01,A
1487.0,18.7672,1,2,0,0,1,2020-01,B
724.0,18.0,1,1,0,0,0,2020-01,A
921.06,20.43,1,4,0,0,1,2020-01,B
1837.38,19.33,2,2,0,0,1,2020-01,B
2748.8,21.91,2,2,0,0,1,2020-01,B
2712.8,17.0,4,2,1,0,2,2020-01,C
1584.1,19.46,2,2,0,0,1,2020-01,B
1250.0,19.2109,2,2,0,0,1,2020-01,B
1117.0,19.3,1,2,0,0,1,2020-01,B
1145.97,19.39,1,1,0,0,0,2020-01,A
1570.0,19.43,1,3,0,0,1,2020-01,B
2082.0,19.2109,1,2,0,0,1,2020-01,B
1491.14,21.88,2,2,0,0,1,2020-01,B
1008.1,19.57,1,2,0,0,1,2020-01,B
1411.8,19.75,2,2,0,0,1,2020-01,B
1057.59,18.99,1,1,0,0,0,2020-01,A
2580.22,1.0,2,1,0,0,0,2020-01,A
837.0,18.85,1,1,0,0,0,2020-01,A
818.72,21.93,1,1,0,0,0,2020-01,A
1071.0,18.94,1,1,0,0,0,2020-01,A
1250.0,22.53,1,2,0,0,1,2020-01,B
5479.68,20.0,3,2,0,0,1,2020-01,B
2225.3,24.39,2,1,0,0,0,2020-01,A
1276.0,19.0,1,1,0,0,0,2020-01,A
3017.7,19.2109,1,2,0,0,1,2020-01,B
3297.84,19.41,4,2,0,0,1,2020-01,B
1510.0,24.39,1,1,0,0,0,2020-01,A
1083.0,20.23,1,3,0,0,1,2020-01,B
1107.0,19.3,1,2,1,0,2,2020-01,C
860.0,20.59,1,4,0,0,1,2020-01,B
2217.8,21.31,2,2,0,0,1,2020-01,B
515.92,20.02,1,2,0,0,1,2020-01,B
804.44,20.0,1,1,0,0,0,2020-01,A
1300.0,20.59,2,1,0,0,0,2020-01,A
3089.55,19.2109,3,2,0,0,1,2020-01,B
771.0,17.0,1,1,0,0,0,2020-01,A
1150.0,19.01,1,3,0,0,1,2020-01,B
5140.04,21.31,2,2,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
3909.02,1.0,1,2,0,0,1,2020-01,B
3128.44,19.3,4,2,0,0,1,2020-01,B
4335.4,16.0,1,2,0,0,1,2020-01,B
1404.0,1.0,1,2,0,0,1,2020-01,B
11895.0,18.77,12,1,0,0,2,2020-01,C
1001.32,18.99,1,1,0,0,0,2020-01,A
3857.96,20.08,4,2,0,0,1,2020-01,B
2540.0,19.41,1,1,0,0,0,2020-01,A
1707.92,19.27,2,1,0,0,0,2020-01,A
8490.0,18.94,1,4,0,0,1,2020-01,B
1010.65,19.3,1,1,0,0,0,2020-01,A
865.9,19.02,1,1,0,0,0,2020-01,A
1029.85,19.2109,1,2,0,0,1,2020-01,B
1538.65,19.1,1,1,0,0,0,2020-01,A
840.0,1.0,1,2,0,0,1,2020-01,B
2940.0,19.3,3,1,0,0,0,2020-01,A
1036.26,21.31,1,2,0,0,1,2020-01,B
1613.6,19.0,1,4,0,0,1,2020-01,B
590.11,18.85,1,1,0,0,0,2020-01,A
1203.96,21.31,1,2,0,0,1,2020-01,B
892.34,19.0,1,2,0,0,1,2020-01,B
1473.1,19.3,2,2,1,0,2,2020-01,C
2871.0,19.0,3,1,0,0,0,2020-01,A
809.0,19.0,1,1,0,0,0,2020-01,A
2576.73,19.18,3,1,0,0,0,2020-01,A
2410.56,1.0,2,2,0,1,2,2020-01,C
4564.0,19.41,4,1,0,0,0,2020-01,A
2213.4,19.51,2,1,0,0,0,2020-01,A
1634.0,19.08,2,1,0,0,0,2020-01,A
2434.0,19.3,2,1,0,0,0,2020-01,A
3641.84,17.9,4,2,0,0,1,2020-01,B
1545.28,19.2109,1,2,0,0,1,2020-01,B
4740.0,19.02,3,2,0,0,1,2020-01,B
761.6,21.37,1,1,0,0,0,2020-01,A
2938.8,21.31,1,1,0,1,2,2020-01,C
1090.79,22.534,0,1,0,0,0,2020-01,A
1829.62,19.76,2,2,0,0,1,2020-01,B
730.96,19.98,1,2,0,0,1,2020-01,B
1030.0,19.2,1,2,0,0,1,2020-01,B
1429.85,19.2109,1,2,0,2,2,2020-01,C
1440.0,19.0,2,1,0,0,0,2020-01,A
1213.61,16.0,1,2,0,0,1,2020-01,B
678.2,17.0,1,2,0,0,1,2020-01,B
4871.25,21.31,1,2,0,0,1,2020-01,B
4759.24,21.31,3,2,0,0,1,2020-01,B
969.98,19.2109,1,2,0,0,1,2020-01,B
1371.0,19.43,1,2,0,0,1,2020-01,B
1363.6,19.0,1,3,1,0,2,2020-01,C
2228.0,19.0,1,2,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
990.0,19.01,1,1,0,0,0,2020-01,A
2748.75,18.9,3,2,0,0,1,2020-01,B
1611.99,19.2109,1,2,0,0,1,2020-01,B
7110.0,18.0,9,2,0,0,2,2020-01,C
3351.04,19.8,4,1,0,0,0,2020-01,A
1307.0,19.3,1,2,0,0,1,2020-01,B
1027.17,19.5669,1,2,0,0,1,2020-01,B
2284.8,22.16,3,1,0,0,0,2020-01,A
856.0,22.62,1,2,0,0,1,2020-01,B
6300.0,19.07,3,2,0,0,1,2020-01,B
2982.46,1.0,2,1,0,0,0,2020-01,A
1375.0,17.9,1,2,0,0,1,2020-01,B
1148.35,18.0,1,1,0,0,0,2020-01,A
4467.6,24.09,4,1,0,0,0,2020-01,A
2894.54,19.0,2,2,0,0,1,2020-01,B
800.0,19.01,1,1,0,0,0,2020-01,A
3265.2,1.0,3,1,0,0,0,2020-01,A
2839.94,19.55,2,2,0,0,1,2020-01,B
1247.27,21.31,1,2,0,0,1,2020-01,B
3429.11,19.99,3,2,0,0,1,2020-01,B
3375.0,18.91,3,1,0,0,0,2020-01,A
1561.19,21.31,1,2,0,0,1,2020-01,B
1038.97,19.75,1,2,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
3742.9,19.2109,2,2,0,0,1,2020-01,B
718.5,19.2109,1,2,0,2,2,2020-01,C
1451.62,16.0,1,2,0,0,1,2020-01,B
5083.05,19.96,5,2,0,0,1,2020-01,B
1138.36,19.1,1,2,0,0,1,2020-01,B
1200.0,19.3,1,1,0,0,0,2020-01,A
19634.34,18.781,6,3,0,0,2,2020-01,C
557.0,20.88,1,1,0,0,0,2020-01,A
1175.92,19.0455,1,2,0,0,1,2020-01,B
1360.0,19.01,1,2,0,0,1,2020-01,B
1721.31,21.92,1,2,0,0,1,2020-01,B
1416.12,20.19,2,2,0,0,1,2020-01,B
889.06,1.0,1,1,0,0,0,2020-01,A
627.93,1.0,1,2,0,0,1,2020-01,B
712.49,1.0,1,2,0,0,1,2020-01,B
1680.0,1.0,2,2,0,0,1,2020-01,B
7908.25,19.56,7,2,0,0,1,2020-01,B
3377.4,19.3,2,2,0,0,1,2020-01,B
1358.54,1.0,1,2,0,0,1,2020-01,B
2850.0,19.0,1,2,0,0,1,2020-01,B
990.0,19.2109,3,2,0,2,2,2020-01,C
5928.0,19.0,1,2,0,0,1,2020-01,B
1180.0,19.0,2,2,1,0,2,2020-01,C
975.8,19.98,1,1,0,0,0,2020-01,A
1130.82,1.0,1,2,0,0,1,2020-01,B
2204.1,21.31,2,1,0,0,0,2020-01,A
2559.09,18.95,3,2,0,0,1,2020-01,B
850.0,24.2853,1,2,0,0,1,2020-01,B
941.32,1.0,1,2,0,1,2,2020-01,C
5403.6,1.0,2,1,0,0,1,2020-01,B
965.85,1.0,1,4,0,0,1,2020-01,B
911.0,18.7672,1,2,0,0,1,2020-01,B
1800.0,19.86,2,2,0,0,1,2020-01,B
1276.0,19.0,1,2,0,0,1,2020-01,B
1251.0,19.29,1,2,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
3318.0,1.0,2,2,0,0,1,2020-01,B
1203.96,21.31,1,2,0,1,2,2020-01,C
1564.85,19.51,1,1,0,0,0,2020-01,A
921.0,19.05,1,1,0,0,0,2020-01,A
740.0,1.0,1,2,0,0,1,2020-01,B
3880.0,17.0,2,2,0,0,1,2020-01,B
1422.0,19.41,1,2,0,0,1,2020-01,B
1616.53,1.0,1,2,0,1,2,2020-01,C
3054.4,21.31,2,2,0,0,1,2020-01,B
2400.0,19.0,4,3,0,1,2,2020-01,C
1097.78,19.8,1,1,0,0,0,2020-01,A
614.09,19.0,1,2,0,0,1,2020-01,B
1983.6,19.0,2,1,0,0,0,2020-01,A
1137.6,1.0,1,2,0,0,1,2020-01,B
694.52,19.5,1,1,0,0,0,2020-01,A
2074.8,19.85,3,1,0,0,0,2020-01,A
2059.7,19.2109,2,2,0,0,1,2020-01,B
1361.36,19.33,2,2,0,0,1,2020-01,B
600.0,19.0,1,3,2,0,2,2020-01,C
1279.8,21.31,1,1,0,0,0,2020-01,A
940.0,1.0,1,3,0,0,1,2020-01,B
1701.7,19.8,2,2,0,2,2,2020-01,C
1307.0,19.3,1,2,0,0,1,2020-01,B
2420.0,24.39,2,2,0,0,1,2020-01,B
1439.78,21.31,1,2,0,0,1,2020-01,B
2979.0,19.27,3,1,0,0,0,2020-01,A
980.0,19.0,2,2,0,0,1,2020-01,B
2921.02,1.0,2,2,0,0,1,2020-01,B
1094.2,17.9,2,2,0,2,2,2020-01,C
2923.84,18.86,4,1,0,0,0,2020-01,A
733.04,20.31,1,2,0,0,1,2020-01,B
991.0,18.77,1,1,0,0,0,2020-01,A
1528.2,19.54,1,2,0,0,1,2020-01,B
1627.5,1.0,2,1,0,0,0,2020-01,A
1351.6,19.75,1,2,0,0,1,2020-01,B
2282.52,19.7,2,2,0,0,1,2020-01,B
2080.0,1.0,2,3,0,0,1,2020-01,B
25550.0,19.41,1,1,0,0,2,2020-01,C
1359.51,21.31,1,2,0,0,1,2020-01,B
1927.8,19.11,2,2,0,0,1,2020-01,B
2378.6,16.0,2,2,0,0,1,2020-01,B
1282.37,19.01,1,2,0,0,1,2020-01,B
1113.6,19.0,1,2,0,0,1,2020-01,B
7481.07,1.0,3,4,0,0,1,2020-01,B
1031.32,1.0,1,1,0,0,0,2020-01,A
1646.96,19.83,2,2,0,0,1,2020-01,B
1904.02,19.2109,2,2,0,0,1,2020-01,B
1289.12,1.0,1,1,0,0,0,2020-01,A
1000.0,1.0,1,2,0,0,1,2020-01,B
2260.35,19.86,3,1,0,0,0,2020-01,A
1168.0,1.0,1,2,0,0,1,2020-01,B
810.2,1.0,1,1,0,0,0,2020-01,A
1680.0,1.0,2,2,0,0,1,2020-01,B
2390.0,19.2,1,3,0,0,1,2020-01,B
2565.84,21.98,1,3,0,0,1,2020-01,B
1388.0,1.0,1,2,0,0,1,2020-01,B
4872.66,19.2109,2,4,0,0,1,2020-01,B
940.0,1.0,1,2,0,0,1,2020-01,B
1461.92,19.98,2,2,0,0,1,2020-01,B
7996.8,19.51,3,4,0,0,1,2020-01,B
840.0,1.0,1,2,0,0,1,2020-01,B
